session_id,device_category,user_region,traffic_source,payment_method_selected,user_tier,primary_product_category,past_purchases_count,items_in_cart,average_item_price,session_duration_secs,pages_viewed,items_added_count,total_cart_value_usd,product_viewed,cart_added,checkout_started,shipping_details_entered,payment_stage_completed,checkout_status,days_to_delivery,delivery_satisfaction_rating,historical_clv,coupon_discount_pct_offered,recovery_email_delay_hours,recovery_email_opened,recovery_email_conversion,basket_items
CIQ-01122,Mobile,Abu Dhabi,Google Shopping,Tabby/Tamara,Guest,Beauty,1,4,35.04,477.3,10,4,140.16,1,1,1,1,1,1,2.4,4.0,287.3,10,24,0,0,Face Serum|Lip Tint|Sunscreen
CIQ-01123,desktop ,Riyadh,Instagram Ads,Credit Card,Logged-In Member,Electronics,6,6,245.02,779.8,19,6,1470.12,1,1,1,1,1,1,2.7,5.0,905.01,5,48,0,0,Phone Case|Wireless Earbuds|Power Bank
CIQ-01124,Mobile,Riyadh,Direct,Cash on Delivery,Guest,Home & Living,0,3,190.74,532.5,11,4,572.22,1,1,1,1,0,0,,,108.52,15,48,0,0,Scented Candle|Storage Box
CIQ-01125,Mobile,Sharjah,Instagram Ads,Tabby/Tamara,Guest,Home & Living,2,4,34.11,290.8,13,6,136.44,1,1,1,1,1,1,2.9,4.0,401.76,20,12,0,0,Storage Box|Desk Lamp
CIQ-01126,Desktop,Riyadh,Email,Cash on Delivery,Logged-In Member,Home & Living,5,2,107.03,395.2,10,3,214.06,1,1,1,1,1,1,2.5,4.0,773.31,15,12,0,0,Bedsheet
CIQ-01127,Desktop,Abu Dhabi,Instagram Ads,Credit Card,Logged-In Member,Fashion,5,4,198.24,765.5,16,4,792.96,1,1,1,1,1,1,3.1,4.0,818.96,5,48,0,0,T-Shirt|Sneakers|Smart Watch
CIQ-01128,MOBILE,Riyadh,Google Shopping,Credit Card,Guest,Beauty,0,6,184.03,538.3,15,7,1104.18,1,1,1,1,1,1,3.2,5.0,40.04,20,24,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-01129,Desktop,Sharjah,Email,Apple Pay,Logged-In Member,Electronics,4,2,57.42,220.3,7,4,114.84,1,1,1,1,0,1,3.3,3.0,717.54,10,12,0,0,Smart Watch|Scented Candle
CIQ-01130,Tablet,Dubai,TikTok Shop,Credit Card,Guest,Home & Living,2,4,191.93,486.0,14,5,767.72,1,1,1,1,0,0,,,190.63,20,24,1,0,Storage Box|Scented Candle
CIQ-01131,Tablet,Jeddah,Instagram Ads,Apple Pay,Guest,Fashion,2,6,95.67,747.7,16,7,574.02,1,1,1,0,0,1,2.0,2.0,345.78,0,1,0,0,Sneakers|Sunglasses|Handbag
CIQ-01132,Desktop,Dubai,TikTok Shop,Cash on Delivery,Logged-In Member,Electronics,2,7,125.19,410.7,19,8,876.33,1,1,1,1,0,0,,,439.26,20,48,0,0,Smart Watch|Phone Case|Wireless Earbuds|Power Bank
CIQ-01133,Mobile, Dubai,Direct,Credit Card,Guest,Fashion,2,2,48.81,415.2,9,3,97.62,1,1,1,1,1,1,3.4,4.0,321.3,10,12,0,0,Sunglasses
CIQ-01134,MOBILE,Dubai,Instagram Ads,Credit Card,Guest,Home & Living,0,1,12.0,286.6,5,2,12.0,1,1,1,0,0,0,,,195.9,10,1,1,1,Desk Lamp
CIQ-01135,Tablet,Abu Dhabi,TikTok Shop,Tabby/Tamara,Logged-In Member,Home & Living,1,5,54.07,438.1,14,6,270.35,1,1,1,1,1,1,1.8,4.0,452.48,15,4,0,0,Storage Box|Desk Lamp|Scented Candle
CIQ-01136,Mobile,Abu Dhabi,TikTok Shop,Cash on Delivery,Guest,Fashion,2,3,139.26,439.8,14,4,417.78,1,1,1,1,0,1,4.6,4.0,430.65,15,12,0,0,Sneakers|T-Shirt
CIQ-01137,Desktop,Sharjah,Instagram Ads,Apple Pay,Guest,Fashion,2,3,81.62,290.2,11,3,244.86,1,1,1,1,1,0,,,479.96,10,48,0,0,Sunglasses|Sneakers
CIQ-01138,Mobile,Riyadh,Direct,Cash on Delivery,Guest,Beauty,1,9,151.13,985.9,24,9,1360.17,1,1,1,1,0,1,2.2,4.0,198.22,15,12,0,0,Lip Tint|Sunscreen|Cleanser|Face Serum
CIQ-01139,Mobile,Dubai,Instagram Ads,Credit Card,Logged-In Member,Home & Living,6,2,209.86,257.9,6,2,419.72,1,1,1,0,1,0,,,1308.39,10,1,1,0,Storage Box|Sneakers
CIQ-01140,Desktop,Sharjah,Google Shopping,Cash on Delivery,Logged-In Member,Beauty,2,2,74.59,254.3,4,3,149.18,1,1,1,0,0,0,,,611.4,0,1,0,0,Lip Tint|Scented Candle
CIQ-01141,Mobile,Abu Dhabi,Email,Cash on Delivery,Logged-In Member,Fashion,9,4,69.49,605.0,13,6,277.96,1,1,1,0,1,0,,,1911.88,10,4,0,0,Handbag|T-Shirt|Sunscreen
CIQ-01142,MOBILE,Riyadh,Direct,Cash on Delivery,Guest,Beauty,3,6,19.6,445.6,16,6,117.6,1,1,1,1,1,1,3.4,3.0,472.24,10,24,0,0,Sunscreen|Lip Tint|Face Serum
CIQ-01143,desktop ,Dubai,Direct,Tabby/Tamara,Logged-In Member,Home & Living,7,4,31.05,566.1,15,5,124.2,1,1,1,1,0,1,3.9,5.0,1497.88,0,4,0,0,Bedsheet|Desk Lamp
CIQ-01144,desktop ,Dubai,Direct,Tabby/Tamara,Logged-In Member,Electronics,3,5,36.06,535.0,16,6,180.3,1,1,1,1,1,1,4.7,4.0,713.27,5,48,0,0,Power Bank|Wireless Earbuds|Phone Case
CIQ-01145,Mobile,Sharjah,Direct,Apple Pay,Guest,Fashion,1,4,141.29,368.1,15,4,565.16,1,1,0,0,0,1,3.5,4.0,258.55,5,1,0,0,Handbag|T-Shirt|Desk Lamp
CIQ-01146,Mobile, Riyadh,Instagram Ads,Apple Pay,Guest,Electronics,1,9,75.13,487.2,20,10,676.17,1,1,1,0,1,1,3.7,2.0,333.69,10,12,0,0,Wireless Earbuds|Power Bank|Smart Watch|Phone Case|Sneakers
CIQ-01147,MOBILE,Riyadh,Email,Cash on Delivery,Logged-In Member,Fashion,5,4,64.42,471.7,11,5,257.68,1,1,1,1,1,0,,,783.85,5,48,0,0,Sunglasses|Handbag
CIQ-01148,MOBILE,Sharjah,Direct,Apple Pay,Guest,Beauty,0,2,59.32,161.7,6,2,118.64,1,1,0,0,1,1,2.7,5.0,93.6,5,12,0,0,Face Serum
CIQ-01149,Desktop,Riyadh,Direct,Credit Card,Logged-In Member,Electronics,2,3,54.01,322.3,8,4,162.03,1,1,1,1,1,0,,,456.23,10,12,1,1,Smart Watch|Wireless Earbuds
CIQ-01150,desktop ,Abu Dhabi,Instagram Ads,Tabby/Tamara,Guest,Beauty,1,7,183.99,538.2,18,8,1287.93,1,1,1,1,1,1,3.9,4.0,145.55,15,4,0,0,Sunscreen|Lip Tint|Cleanser|Face Serum
CIQ-01151,Mobile, Dubai,Instagram Ads,Tabby/Tamara,Guest,Electronics,1,5,101.21,411.1,15,6,506.05,1,1,1,0,1,1,2.0,5.0,351.09,5,24,0,0,Wireless Earbuds|Power Bank|Smart Watch
CIQ-01152,desktop ,Dubai,Google Shopping,Credit Card,Logged-In Member,Home & Living,6,5,193.21,419.0,19,5,966.05,1,1,1,0,0,1,2.4,5.0,1105.76,5,48,0,0,Desk Lamp|Storage Box|Bedsheet
CIQ-01153,Mobile, Dubai,Instagram Ads,Tabby/Tamara,Logged-In Member,Home & Living,8,5,19.51,373.5,12,5,97.55,1,1,1,1,0,1,4.7,3.0,1623.52,10,12,0,0,Storage Box|Desk Lamp|Bedsheet
CIQ-01154,Mobile,Dubai,Google Shopping,Tabby/Tamara,Guest,Fashion,3,5,138.87,428.6,12,5,694.35,1,1,1,0,0,1,1.5,3.0,403.86,10,48,0,0,Handbag|Sneakers|Sunglasses
CIQ-01155,Desktop,Abu Dhabi,Direct,Cash on Delivery,Logged-In Member,Beauty,3,4,66.8,360.6,11,5,267.2,1,1,1,0,1,0,,,658.12,20,1,1,1,Lip Tint|Cleanser
CIQ-01156,Mobile,Abu Dhabi,TikTok Shop,Tabby/Tamara,Guest,Electronics,0,4,77.27,328.9,13,4,309.08,1,1,1,0,1,0,,,63.15,15,24,0,0,Wireless Earbuds|Smart Watch
CIQ-01157,Mobile,Sharjah,Instagram Ads,Credit Card,Logged-In Member,Home & Living,10,6,250.64,508.1,14,7,1503.84,1,1,1,0,1,1,3.6,2.0,1559.41,10,4,0,0,Scented Candle|Bedsheet|Desk Lamp|Storage Box
CIQ-01158,Mobile,Abu Dhabi,Instagram Ads,Credit Card,Guest,Beauty,0,6,71.47,461.5,19,7,428.82,1,1,1,1,0,1,5.0,5.0,110.5,0,1,0,0,Sunscreen|Lip Tint|Cleanser
CIQ-01159,Mobile, Riyadh,Direct,Credit Card,Guest,Electronics,2,1,134.85,323.9,6,2,134.85,1,1,1,1,1,0,,,423.99,5,12,0,0,Smart Watch
CIQ-01160,MOBILE, Riyadh,Google Shopping,Cash on Delivery,Guest,Home & Living,1,4,45.47,438.2,13,5,181.88,1,1,1,0,1,0,,,206.99,15,12,1,1,Desk Lamp|Storage Box
CIQ-01161,Mobile,Dubai,Email,Cash on Delivery,Guest,Electronics,4,3,97.13,531.1,9,3,291.39,1,1,1,1,0,1,3.6,4.0,678.52,10,12,0,0,Smart Watch|Wireless Earbuds
CIQ-01162,Desktop,Abu Dhabi,Instagram Ads,Tabby/Tamara,Guest,Beauty,3,5,30.09,508.9,15,5,150.45,1,1,1,0,1,1,2.6,4.0,374.19,5,24,0,0,Face Serum|Sunscreen|Cleanser
CIQ-01163,desktop ,Sharjah,Google Shopping,Credit Card,Guest,Electronics,1,6,90.81,417.1,16,6,544.86,1,1,1,1,0,0,,,160.07,15,12,1,0,Power Bank|Phone Case|Smart Watch|Scented Candle
CIQ-01164,Mobile,Sharjah,Google Shopping,Credit Card,Logged-In Member,Beauty,3,4,124.9,464.3,12,5,499.6,1,1,1,1,1,1,3.6,5.0,586.32,15,4,0,0,Sunscreen|Face Serum
CIQ-01165,Mobile,Dubai,Email,Apple Pay,Guest,Electronics,1,3,209.89,319.1,11,4,629.67,1,1,1,0,0,0,,,162.9,5,24,0,0,Power Bank|Wireless Earbuds
CIQ-01166,desktop ,Dubai,Google Shopping,Credit Card,Guest,Electronics,3,4,52.52,436.5,12,4,210.08,1,1,1,1,0,0,,,684.95,0,24,0,0,Wireless Earbuds|Smart Watch
CIQ-01167,desktop ,Riyadh,Direct,Apple Pay,Guest,Fashion,1,3,64.66,382.3,7,4,193.98,1,1,1,1,1,1,3.2,5.0,228.27,10,12,0,0,T-Shirt|Sunglasses
CIQ-01168,Desktop, Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Home & Living,5,5,59.52,348.1,11,5,297.6,1,1,1,0,0,1,3.6,4.0,1192.14,10,12,0,0,Bedsheet|Desk Lamp|Storage Box
CIQ-01169,MOBILE,Dubai,Google Shopping,Tabby/Tamara,Guest,Electronics,2,5,78.82,442.4,15,6,394.1,1,1,1,1,1,1,3.0,5.0,453.99,10,12,0,0,Power Bank|Smart Watch|Phone Case
CIQ-01170,Mobile,Abu Dhabi,TikTok Shop,Apple Pay,Guest,Beauty,1,7,47.28,527.7,17,8,330.96,1,1,1,0,0,1,2.9,4.0,229.83,20,12,0,0,Face Serum|Lip Tint|Cleanser|Sunscreen
CIQ-01171,Mobile,Jeddah,Google Shopping,Credit Card,Logged-In Member,Fashion,8,5,20.02,377.1,14,5,100.1,1,1,0,1,1,0,,,1270.83,5,4,0,1,T-Shirt|Handbag|Sneakers
CIQ-01172,MOBILE, Dubai,Google Shopping,Credit Card,Guest,Home & Living,2,3,44.67,346.7,8,4,134.01,1,1,1,1,1,1,3.8,4.0,323.01,10,24,0,0,Desk Lamp|Storage Box
CIQ-01173,Mobile,Riyadh,Direct,Credit Card,Logged-In Member,Fashion,4,3,91.35,370.3,10,4,274.05,1,1,1,1,1,1,2.6,4.0,1020.9,15,24,0,0,Handbag|T-Shirt
CIQ-01174,MOBILE,Dubai,TikTok Shop,Tabby/Tamara,Guest,Beauty,3,2,85.06,325.6,9,3,170.12,1,1,1,1,1,1,3.4,3.0,547.53,15,24,0,0,Sunscreen
CIQ-01175,Desktop,Sharjah,Instagram Ads,Apple Pay,Logged-In Member,Home & Living,3,5,140.83,291.5,12,6,704.15,1,1,1,0,1,0,,,464.91,15,48,1,0,Scented Candle|Desk Lamp|Storage Box
CIQ-01176,MOBILE,Abu Dhabi,Google Shopping,Cash on Delivery,Guest,Fashion,1,2,173.54,281.9,5,2,347.08,1,1,0,0,0,0,,,182.9,5,12,0,0,Sunglasses
CIQ-01177,Desktop, Dubai,Email,Credit Card,Logged-In Member,Fashion,5,3,68.46,352.0,7,4,205.38,1,1,1,1,0,1,4.3,4.0,827.44,20,48,0,0,Sneakers|Handbag
CIQ-01178,Mobile,Jeddah,Direct,Tabby/Tamara,Logged-In Member,Home & Living,2,5,30.21,531.9,14,6,151.05,1,1,1,0,0,1,3.6,4.0,388.94,0,4,0,0,Desk Lamp|Scented Candle|Storage Box
CIQ-01179,Mobile,Abu Dhabi,TikTok Shop,Credit Card,Guest,Fashion,1,3,126.51,533.3,12,3,379.53,1,1,1,1,0,1,3.6,2.0,258.56,0,48,0,0,Sunglasses|Sneakers
CIQ-01180,Mobile,Jeddah,TikTok Shop,Apple Pay,Guest,Fashion,3,4,93.97,433.9,12,5,375.88,1,1,1,0,1,1,2.3,3.0,423.03,20,12,0,0,Handbag|T-Shirt
CIQ-01181,MOBILE,Dubai,Direct,Apple Pay,Guest,Fashion,1,1,78.56,106.4,4,2,78.56,1,1,0,0,0,0,,,252.85,5,12,0,0,Sunglasses
CIQ-01182,Mobile,Riyadh,Instagram Ads,Credit Card,Guest,Home & Living,0,3,227.85,195.0,9,3,683.55,1,1,1,0,0,1,3.8,5.0,6.82,15,48,0,0,Bedsheet|Storage Box
CIQ-01183,Mobile,Jeddah,Instagram Ads,Cash on Delivery,Logged-In Member,Home & Living,3,5,130.89,449.8,12,5,654.45,1,1,1,1,0,0,,,898.65,15,48,1,1,Desk Lamp|Scented Candle|Bedsheet|Storage Box
CIQ-01184,Mobile,Sharjah,TikTok Shop,Credit Card,Logged-In Member,Beauty,5,2,103.39,241.0,9,3,206.78,1,1,0,1,1,1,5.8,5.0,1065.3,15,4,0,0,Face Serum|Sunscreen
CIQ-01185,Mobile,Dubai,TikTok Shop,Cash on Delivery,Logged-In Member,Beauty,4,1,106.48,321.0,10,1,106.48,1,1,1,1,1,1,3.4,4.0,627.5,5,1,0,0,Lip Tint|Wireless Earbuds
CIQ-01186,desktop , Riyadh,Email,Tabby/Tamara,Logged-In Member,Fashion,5,4,174.48,327.5,10,5,697.92,1,1,1,1,0,1,2.5,4.0,800.02,10,24,0,0,Sneakers|T-Shirt|Sunglasses
CIQ-01187,Mobile,Sharjah,Direct,Apple Pay,Logged-In Member,Electronics,8,3,57.6,378.3,7,3,172.8,1,1,1,1,1,0,,,1243.98,15,4,0,1,Smart Watch|Power Bank
CIQ-01188,Tablet,Jeddah,Instagram Ads,Tabby/Tamara,Logged-In Member,Electronics,4,5,50.21,499.8,11,5,251.05,1,1,1,1,1,0,,,881.88,0,1,1,0,Phone Case|Smart Watch|Power Bank
CIQ-01189,Mobile,Abu Dhabi,Instagram Ads,Cash on Delivery,Guest,Electronics,3,6,79.95,264.1,14,7,479.7,1,1,1,0,0,1,2.6,4.0,376.31,10,4,0,0,Power Bank|Phone Case|Wireless Earbuds
CIQ-01190,Desktop,Dubai,Direct,Credit Card,Guest,Electronics,2,1,40.52,97.5,5,1,40.52,1,1,0,1,0,0,,,318.67,0,4,1,0,Wireless Earbuds|Handbag
CIQ-01191,Mobile,Dubai,Instagram Ads,Apple Pay,Guest,Beauty,1,1,91.59,223.6,4,2,91.59,1,1,0,0,0,1,2.7,4.0,117.5,0,24,0,0,Face Serum
CIQ-01192,Mobile,Riyadh,TikTok Shop,Cash on Delivery,Guest,Electronics,1,2,101.47,430.0,11,2,202.94,1,1,1,0,1,1,4.5,5.0,266.05,10,1,0,0,Phone Case|Power Bank
CIQ-01193,desktop ,Jeddah,Direct,Credit Card,Guest,Electronics,2,5,90.06,562.6,19,5,450.3,1,1,1,1,1,1,4.1,4.0,387.68,5,12,0,0,Power Bank|Smart Watch|Phone Case
CIQ-01194,Tablet, Dubai,Google Shopping,Cash on Delivery,Guest,Fashion,2,6,72.95,491.5,17,7,437.7,1,1,1,0,0,1,4.1,5.0,408.51,15,1,0,0,Handbag|Sneakers|Sunglasses|Storage Box
CIQ-01195,desktop ,Riyadh,Direct,Apple Pay,Guest,Electronics,0,5,311.12,471.3,11,6,1555.6,1,1,1,0,0,1,2.9,3.0,0.0,10,24,0,0,Smart Watch|Power Bank|Wireless Earbuds|Desk Lamp
CIQ-01196,Mobile,Jeddah,Direct,Apple Pay,Guest,Electronics,2,3,186.28,334.5,6,3,558.84,1,1,0,0,1,1,4.1,4.0,370.58,15,48,0,0,Smart Watch|Power Bank|Storage Box
CIQ-01197,Mobile, Dubai,Email,Credit Card,Guest,Electronics,3,3,88.24,411.3,10,4,264.72,1,1,1,1,1,0,,,394.12,15,4,1,1,Power Bank|Phone Case|Sneakers
CIQ-01198,Desktop,Dubai,Instagram Ads,Tabby/Tamara,Guest,Electronics,0,10,101.19,583.5,25,10,1011.9,1,1,1,1,0,1,4.8,5.0,0.0,20,48,0,0,Wireless Earbuds|Smart Watch|Power Bank|Phone Case
CIQ-01199,Mobile,Riyadh,Direct,Cash on Delivery,Guest,Fashion,2,4,254.92,434.8,12,5,1019.68,1,1,0,1,1,0,,,343.75,5,48,0,0,T-Shirt|Sneakers
CIQ-01200,MOBILE, Riyadh,Instagram Ads,Credit Card,Guest,Beauty,1,6,62.12,475.2,17,7,372.72,1,1,1,1,0,1,3.2,3.0,275.84,15,4,0,0,Sunscreen|Face Serum|Cleanser
CIQ-01201,Desktop, Dubai,Direct,Credit Card,Logged-In Member,Home & Living,4,2,47.22,472.3,11,4,94.44,1,1,1,1,1,0,,,865.57,5,4,0,1,Storage Box
CIQ-01202,Desktop,Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,3,2,111.43,575.6,12,3,222.86,1,1,1,1,1,1,5.8,4.0,581.81,20,4,0,0,Face Serum|Sunscreen
CIQ-01203,desktop ,Sharjah,Email,Cash on Delivery,Guest,Beauty,3,7,127.49,417.6,14,8,892.43,1,1,0,0,0,1,3.0,4.0,539.31,20,48,0,0,Lip Tint|Sunscreen|Face Serum|Cleanser
CIQ-01204,MOBILE,Jeddah,Email,Cash on Delivery,Guest,Home & Living,0,3,134.52,356.6,8,5,403.56,1,1,1,1,1,0,,,0.0,15,12,0,0,Scented Candle|Desk Lamp
CIQ-01205,Mobile,Riyadh,Direct,Credit Card,Guest,Fashion,4,6,171.74,384.2,15,7,1030.44,1,1,1,1,0,1,3.4,4.0,503.59,5,12,0,0,T-Shirt|Sunglasses|Sneakers
CIQ-01206,Mobile,Riyadh,Direct,Apple Pay,Guest,Beauty,1,5,55.84,535.8,12,6,279.2,1,1,1,1,1,1,4.1,2.0,139.46,0,1,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-01207,Desktop,Sharjah,Google Shopping,Apple Pay,Guest,Fashion,0,2,34.33,667.4,11,2,68.66,1,1,1,1,0,1,3.2,5.0,4.01,15,4,0,0,Sneakers|Phone Case
CIQ-01208,Desktop,Dubai,Direct,Credit Card,Logged-In Member,Fashion,2,6,62.12,573.8,14,7,372.72,1,1,0,0,0,0,,,552.74,10,48,0,1,T-Shirt|Sneakers|Handbag
CIQ-01209,Mobile,Sharjah,Instagram Ads,Tabby/Tamara,Guest,Fashion,2,6,143.87,629.7,14,7,863.22,1,1,1,0,1,1,3.5,4.0,354.86,10,48,0,0,Sunglasses|T-Shirt|Sneakers
CIQ-01210,Mobile,Dubai,TikTok Shop,Credit Card,Guest,Electronics,1,5,48.73,517.2,14,7,243.65,1,1,1,1,1,0,,,336.43,10,4,1,1,Smart Watch|Phone Case|Wireless Earbuds|Power Bank
CIQ-01211,MOBILE, Riyadh,Google Shopping,Credit Card,Logged-In Member,Home & Living,6,3,23.52,492.0,10,4,70.56,1,1,1,1,0,0,,,1233.96,0,24,1,0,Scented Candle|Bedsheet|Storage Box
CIQ-01212,desktop ,Dubai,TikTok Shop,Apple Pay,Guest,Electronics,2,3,104.99,292.1,9,3,314.97,1,1,1,1,1,0,,,402.21,15,24,1,1,Power Bank|Wireless Earbuds
CIQ-01213,Desktop,Sharjah,Instagram Ads,Apple Pay,Guest,Beauty,0,6,62.91,609.6,17,6,377.46,1,1,1,1,0,0,,,28.24,10,12,0,0,Face Serum|Sunscreen|Lip Tint
CIQ-01214,Mobile, Dubai,Direct,Credit Card,Guest,Home & Living,2,3,27.29,435.1,14,3,81.87,1,1,1,0,0,1,3.2,4.0,298.35,20,24,0,0,Scented Candle|Desk Lamp
CIQ-01215,Mobile,Dubai,Direct,Cash on Delivery,Logged-In Member,Fashion,6,5,99.84,615.7,16,6,499.2,1,1,1,0,0,1,2.2,5.0,1068.81,15,48,0,0,Sunglasses|Handbag|Sneakers
CIQ-01216,Desktop,Dubai,Google Shopping,Credit Card,Guest,Electronics,0,5,71.66,485.4,15,6,358.3,1,1,1,1,0,1,3.6,4.0,117.03,20,24,0,0,Smart Watch|Power Bank|Wireless Earbuds
CIQ-01217,Mobile, Riyadh,Instagram Ads,Cash on Delivery,Logged-In Member,Fashion,9,5,316.31,521.4,14,5,1581.55,1,1,1,1,1,0,,,1780.27,0,12,1,0,Sunglasses|Handbag|T-Shirt
CIQ-01218,Desktop,Riyadh,TikTok Shop,Apple Pay,Logged-In Member,Fashion,4,2,100.88,344.4,7,2,201.76,1,1,1,1,1,0,,,820.57,15,12,1,1,Sunglasses
CIQ-01219,Desktop, Dubai,Direct,Tabby/Tamara,Guest,Home & Living,4,8,144.31,588.8,20,8,1154.48,1,1,1,0,0,1,3.2,4.0,721.94,15,24,0,0,Desk Lamp|Scented Candle|Bedsheet|Storage Box
CIQ-01220,Mobile,Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Beauty,6,5,93.47,630.8,18,6,467.35,1,1,1,1,1,1,1.2,4.0,1327.53,15,24,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-01221,Mobile,Riyadh,Instagram Ads,Apple Pay,Guest,Beauty,2,2,61.55,490.5,10,2,123.1,1,1,1,0,0,0,,,384.63,15,48,0,0,Sunscreen
CIQ-01222,Mobile,Abu Dhabi,Instagram Ads,Apple Pay,Guest,Fashion,0,7,66.61,664.5,16,7,466.27,1,1,1,1,1,0,,,122.73,0,24,1,0,Sunglasses|Sneakers|T-Shirt|Handbag|Phone Case
CIQ-01223,desktop , Riyadh,Direct,Credit Card,Guest,Beauty,2,5,206.09,484.6,13,6,1030.45,1,1,1,1,1,1,3.0,3.0,400.25,5,1,0,0,Lip Tint|Cleanser|Sunscreen
CIQ-01224,Desktop,Abu Dhabi,Direct,Credit Card,Logged-In Member,Beauty,2,3,162.13,358.8,10,3,486.39,1,1,1,1,1,1,1.3,2.0,580.26,15,24,0,0,Lip Tint|Cleanser|Smart Watch
CIQ-01225,Mobile,Dubai,Google Shopping,Tabby/Tamara,Guest,Electronics,1,3,32.4,532.3,13,4,97.2,1,1,1,1,1,1,3.1,4.0,222.2,10,1,0,0,Power Bank|Smart Watch
CIQ-01226,desktop ,Sharjah,Direct,Credit Card,Guest,Electronics,2,7,38.51,700.0,21,8,269.57,1,1,1,1,1,0,,,461.88,20,24,1,1,Smart Watch|Power Bank|Wireless Earbuds|Phone Case
CIQ-01227,Desktop,Dubai,TikTok Shop,Tabby/Tamara,Logged-In Member,Electronics,5,5,40.08,577.6,12,5,200.4,1,1,1,1,1,1,2.9,4.0,1087.14,15,1,0,0,Power Bank|Phone Case|Smart Watch|Face Serum
CIQ-01228,Desktop,Riyadh,TikTok Shop,Credit Card,Guest,Fashion,2,5,203.01,436.4,14,6,1015.05,1,1,1,1,1,1,2.9,4.0,319.26,10,4,0,0,Sneakers|Sunglasses|Handbag|Phone Case
CIQ-01229,Tablet,Jeddah,Google Shopping,Tabby/Tamara,Logged-In Member,Home & Living,10,2,27.21,380.2,9,3,54.42,1,1,1,1,0,0,,,1698.15,15,4,0,0,Bedsheet
CIQ-01230,Mobile,Riyadh,Instagram Ads,Credit Card,Logged-In Member,Beauty,2,6,166.71,542.3,22,6,1000.26,1,1,1,1,1,1,3.8,5.0,569.56,15,48,0,0,Lip Tint|Cleanser|Sunscreen
CIQ-01231,Mobile,Sharjah,Instagram Ads,Tabby/Tamara,Logged-In Member,Fashion,8,8,126.07,887.7,20,8,1008.56,1,1,1,1,0,1,2.4,5.0,1231.1,15,48,0,0,Sneakers|Sunglasses|Handbag|T-Shirt
CIQ-01232,Desktop,Sharjah,Google Shopping,Apple Pay,Logged-In Member,Home & Living,6,8,105.18,675.9,18,8,841.44,1,1,1,1,1,1,3.7,5.0,1011.23,15,12,0,0,Scented Candle|Desk Lamp|Storage Box|Bedsheet
CIQ-01233,Mobile,Jeddah,Instagram Ads,Credit Card,Logged-In Member,Electronics,3,7,67.32,708.9,21,7,471.24,1,1,1,1,0,1,2.9,5.0,764.1,10,12,0,0,Wireless Earbuds|Power Bank|Phone Case|Smart Watch|Lip Tint
CIQ-01234,Desktop,Dubai,Google Shopping,Apple Pay,Guest,Electronics,1,3,222.7,275.3,9,3,668.1,1,1,1,1,1,0,,,261.77,0,12,0,0,Wireless Earbuds|Power Bank|Sneakers
CIQ-01235,Mobile, Dubai,Google Shopping,Apple Pay,Logged-In Member,Home & Living,2,5,102.69,433.5,16,7,513.45,1,1,1,0,1,1,2.7,5.0,539.62,20,12,0,0,Scented Candle|Desk Lamp|Bedsheet|Storage Box|Power Bank
CIQ-01236,Mobile,Sharjah,Direct,Credit Card,Logged-In Member,Home & Living,5,7,33.45,490.8,18,7,234.15,1,1,1,1,1,1,2.1,4.0,903.97,0,1,0,0,Bedsheet|Desk Lamp|Scented Candle|Storage Box
CIQ-01237,Mobile,Dubai,Instagram Ads,Credit Card,Logged-In Member,Beauty,6,5,39.56,695.3,16,7,197.8,1,1,1,1,0,1,3.8,4.0,1177.73,0,4,0,0,Lip Tint|Sunscreen|Cleanser|T-Shirt
CIQ-01238,Mobile,Dubai,TikTok Shop,Apple Pay,Logged-In Member,Electronics,4,2,28.96,436.7,11,3,57.92,1,1,0,1,1,0,,,639.53,20,12,0,1,Power Bank
CIQ-01239,Mobile, Dubai,Google Shopping,Apple Pay,Guest,Home & Living,0,1,224.58,239.6,8,2,224.58,1,1,1,1,1,0,,,34.81,10,4,1,0,Storage Box
CIQ-01240,Mobile,Sharjah,Direct,Credit Card,Guest,Beauty,3,8,263.87,634.9,19,9,2110.96,1,1,1,1,0,0,,,702.28,15,12,1,1,Cleanser|Face Serum|Lip Tint|Sunscreen|Sunglasses
CIQ-01241,desktop ,Dubai,Instagram Ads,Tabby/Tamara,Guest,Beauty,3,5,206.88,527.2,17,6,1034.4,1,1,1,0,0,1,2.2,4.0,644.11,10,48,0,0,Cleanser|Lip Tint|Sunscreen
CIQ-01242,Mobile,Dubai,TikTok Shop,Credit Card,Guest,Electronics,4,9,85.37,811.7,21,11,768.33,1,1,1,0,1,1,2.4,4.0,572.49,10,24,0,0,Power Bank|Smart Watch|Phone Case|Wireless Earbuds|Cleanser
CIQ-01243,Mobile, Dubai,TikTok Shop,Credit Card,Logged-In Member,Fashion,6,4,33.89,423.2,12,4,135.56,1,1,1,1,1,1,4.5,5.0,1111.34,15,12,0,0,Sneakers|T-Shirt
